continente,region,nacionalidad,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre,accion_migratoria,anual,timeste_1,timeste_2,timeste_3,timeste_4,cuatrimestre_1,cuatrimestre_2,cuatrimestre_3,semestre_1,semestre_2,total_anual,dominicano,covid-19,gasto_timeste_1,gasto_timeste_2,gasto_timeste_3,gasto_timeste_4,gasto_promedio_anual,estadia_trimestre_1,estadia_trimestre_2,estadia_trimestre_3,estadia_trimestre_4,estadia_promedio_anual,proyectado
europa,europa_del_sur,malta,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,mancomunidad_de_dominica,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_del_norte,marruecos,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_oriental,mauricio,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_occidental,mauritania,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,america_del_norte,mexico,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_este,moldovia,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_occidental,m?naco,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_oriental,mongolia,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_este,montenegro,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_austral,mozambique,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_sudoriental,myanmar(birmania),0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_austral,namibia,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_del_sur,nepal,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,centroamerica,nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_occidental,niger,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_occidental,nigeria,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_norte,noruega,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
oceania,australia_y_nueva_zelanda,nueva_zelanda,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_occidental,oman,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_occidental,paises_bajos_[hld],0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_occidental,paises_bajos_[nld],0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_del_sur,pakistan,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
oceania,micronesia,palau,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_occidental,palestina,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,centroamerica,panama,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
oceania,melanesia,papua_nueva_guinea,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,america_del_sur,paraguay,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,america_del_sur,peru,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_este,polonia,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_sur,portugal,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,puerto_rico,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
indefinido,indefinido,refugiado_i,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
indefinido,indefinido,refugiado_ii,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_norte,reino_unido,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_norte,reino_unido_(ciudadano_extranjero),0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_norte,reino_unido_(ciudadanos_territorios_dependientes),0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_norte,reino_unido_(nacional_en_el_extranjero),0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_norte,reino_unido_(sujeto),0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_central,republica_centroafricana,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_central,republica_checa_(chequia),0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_oriental,republica_de_corea,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_austral,republica_de_sudafrica,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_central,republica_del_congo,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_central,republica_democratica_del_congo,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,republica_dominicana,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,si,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_central,republica_eslovaca,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_central,ruanda,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_este,rumania,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_este,rusia,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,san_crist?bal_y_nieves,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_sur,san_marino,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,san_vicente_y_las_granadinas,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,santa_lucia,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_central,santo_tome_y_principe,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_occidental,senegal,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_este,serbia,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_oriental,seychelles,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_occidental,sierra_leona,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_sudoriental,singapur,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_occidental,siria,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_oriental,somalia,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_meridional,sri_lanka,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_del_norte,sudan,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_oriental,sudan_del_sur,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_norte,suecia,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_central,suiza,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,suriname,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_austral,swazilandia,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_sudoriental,tailandia,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_oriental,taiwan,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_oriental,tanzania,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_central,tayikistan,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_sudoriental,timor_del_este,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_occidental,togo,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
oceania,polinesia,tonga,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,trinidad_y_tobago,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_del_norte,tunez,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_central,turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_occidental,turquia,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_este,ucrania,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_oriental,uganda,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,america_del_sur,uruguay,0,0,0,0,0,0,0,0,0,0,0,0,salida,2026,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_del_sur,afganistan,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_este,albania,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_central,alemania,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_occidental,andorra,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_central,angola,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,anguila,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,antigua_y_barbuda,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,apatrida,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_occidental,arabia_saudita,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_del_norte,argelia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,america_del_sur,argentina,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_occidental,armenia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
oceania,australia_y_nueva_zelanda,australia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_central,austria,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_central,azerbaiyan,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,bahamas,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_occidental,bahrein,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_del_sur,bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,barbados,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_occidental,belgica,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,centroamerica,belice,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_occidental,benin,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,caribe,bermuda,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_este,bielorrusia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,america_del_sur,bolivia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_este,bosnia,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_austral,botswana,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
america,america_del_sur,brasil,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_sudoriental,brunei,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
europa,europa_del_este,bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_occidental,burkina_faso,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
africa,africa_oriental,burundi,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
asia,asia_meridional,butan,0,0,0,0,0,0,0,0,0,0,0,0,entrada,2027,0,0,0,0,0,0,0,0,0,0,no,post-covid-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SI
